ubicacionid,criticidadid,nodoid,nodo,tipoid,tipo,metricaid,minimo,maximo,umbral
178,4,174,rs485-ls-174,4,Sensor Suelo 20cm,3,500,2200,U.N.174-SM20CM-Elect.Cond.
178,4,174,rs485-ls-174,5,Sensor Suelo 40cm,3,500,2200,U.N.174-SM40CM-Elect.Cond.
178,4,174,rs485-ls-174,6,Sensor Suelo 60cm,3,500,2200,U.N.174-SM60CM-Elect.Cond.
173,4,169,rs485-ls-169,4,Sensor Suelo 20cm,3,500,2200,U.N.169-SM20CM-Elect.Cond.
173,4,169,rs485-ls-169,5,Sensor Suelo 40cm,3,500,2200,U.N.169-SM40CM-Elect.Cond.
173,4,169,rs485-ls-169,6,Sensor Suelo 60cm,3,500,2200,U.N.169-SM60CM-Elect.Cond.
170,4,165,rs485-ls-165,4,Sensor Suelo 20cm,3,500,2200,U.N.165-SM20CM-Elect.Cond.
170,4,165,rs485-ls-165,5,Sensor Suelo 40cm,3,500,2200,U.N.165-SM40CM-Elect.Cond.
170,4,165,rs485-ls-165,6,Sensor Suelo 60cm,3,500,2200,U.N.165-SM60CM-Elect.Cond.
31,4,38,rs485-ls-38,1,Sensor Maceta 10cm,3,500,1000,U.N.38-SM10CM-Elect.Cond.
31,4,38,rs485-ls-38,3,Sensor Maceta 30cm,3,500,1000,U.N.38-SM30CM-Elect.Cond.
4,4,7,rs485-ls-7,1,Sensor Maceta 10cm,3,500,1000,U.N.7-SM10CM-Elect.Cond.
4,4,7,rs485-ls-7,3,Sensor Maceta 30cm,3,500,1000,U.N.7-SM30CM-Elect.Cond.
3,4,6,rs485-ls-5,1,Sensor Maceta 10cm,3,500,1000,U.N.5-SM10CM-Elect.Cond.
3,4,6,rs485-ls-5,3,Sensor Maceta 30cm,3,500,1000,U.N.5-SM30CM-Elect.Cond.
2,4,2,rs485-ls-2,1,Sensor Maceta 10cm,3,500,1000,U.N.2-SM10CM-Elect.Cond.
2,4,2,rs485-ls-2,2,Sensor Maceta 20cm,3,500,1000,U.N.2-SM20CM-Elect.Cond.
2,4,2,rs485-ls-2,3,Sensor Maceta 30cm,3,500,1000,U.N.2-SM30CM-Elect.Cond.
1,4,1,rs485-ls-1,1,Sensor Maceta 10cm,3,500,1000,U.N.1-SM10CM-Elect.Cond.
1,4,1,rs485-ls-1,2,Sensor Maceta 20cm,3,500,1000,U.N.1-SM20CM-Elect.Cond.
1,4,1,rs485-ls-1,3,Sensor Maceta 30cm,3,500,1000,U.N.1-SM30CM-Elect.Cond.
187,4,256,Nodo Prueba 1,1,Sensor Maceta 10cm,3,500,1000,U.N.1-SM10CM-Elect.Cond.
187,4,256,Nodo Prueba 1,2,Sensor Maceta 20cm,3,500,1000,U.N.1-SM20CM-Elect.Cond.
187,4,256,Nodo Prueba 1,3,Sensor Maceta 30cm,3,500,1000,U.N.1-SM30CM-Elect.Cond.
76,4,84,rs485-ls-84,1,Sensor Maceta 10cm,3,500,1000,U.N.84-SM10CM-Elect.Cond.
76,4,84,rs485-ls-84,3,Sensor Maceta 30cm,3,500,1000,U.N.84-SM30CM-Elect.Cond.
51,4,16,rs485-ls-16,1,Sensor Maceta 10cm,3,500,1000,U.N.16-SM10CM-Elect.Cond.
51,4,16,rs485-ls-16,3,Sensor Maceta 30cm,3,500,1000,U.N.16-SM30CM-Elect.Cond.
75,4,83,rs485-ls-83,1,Sensor Maceta 10cm,3,500,1000,U.N.83-SM10CM-Elect.Cond.
75,4,83,rs485-ls-83,3,Sensor Maceta 30cm,3,500,1000,U.N.83-SM30CM-Elect.Cond.
52,4,18,rs485-ls-18,1,Sensor Maceta 10cm,3,500,1000,U.N.18-SM10CM-Elect.Cond.
52,4,18,rs485-ls-18,3,Sensor Maceta 30cm,3,500,1000,U.N.18-SM30CM-Elect.Cond.
80,4,88,rs485-ls-88,1,Sensor Maceta 10cm,3,500,1000,U.N.88-SM10CM-Elect.Cond.
80,4,88,rs485-ls-88,3,Sensor Maceta 30cm,3,500,1000,U.N.88-SM30CM-Elect.Cond.
30,4,37,rs485-ls-37,1,Sensor Maceta 10cm,3,500,1000,U.N.37-SM10CM-Elect.Cond.
30,4,37,rs485-ls-37,3,Sensor Maceta 30cm,3,500,1000,U.N.37-SM30CM-Elect.Cond.
45,4,11,rs485-ls-11,1,Sensor Maceta 10cm,3,500,1000,U.N.11-SM10CM-Elect.Cond.
45,4,11,rs485-ls-11,3,Sensor Maceta 30cm,3,500,1000,U.N.11-SM30CM-Elect.Cond.
47,4,13,rs485-ls-13,1,Sensor Maceta 10cm,3,500,1000,U.N.13-SM10CM-Elect.Cond.
47,4,13,rs485-ls-13,3,Sensor Maceta 30cm,3,500,1000,U.N.13-SM30CM-Elect.Cond.
46,4,12,rs485-ls-12,1,Sensor Maceta 10cm,3,500,1000,U.N.12-SM10CM-Elect.Cond.
46,4,12,rs485-ls-12,3,Sensor Maceta 30cm,3,500,1000,U.N.12-SM30CM-Elect.Cond.
32,4,39,rs485-ls-39,1,Sensor Maceta 10cm,3,500,1000,U.N.39-SM10CM-Elect.Cond.
32,4,39,rs485-ls-39,3,Sensor Maceta 30cm,3,500,1000,U.N.39-SM30CM-Elect.Cond.
53,4,20,rs485-ls-20,1,Sensor Maceta 10cm,3,500,1000,U.N.20-SM10CM-Elect.Cond.
53,4,20,rs485-ls-20,3,Sensor Maceta 30cm,3,500,1000,U.N.20-SM30CM-Elect.Cond.
54,4,21,rs485-ls-21,1,Sensor Maceta 10cm,3,500,1000,U.N.21-SM10CM-Elect.Cond.
54,4,21,rs485-ls-21,3,Sensor Maceta 30cm,3,500,1000,U.N.21-SM30CM-Elect.Cond.
33,4,60,rs485-ls-60,1,Sensor Maceta 10cm,3,500,1000,U.N.60-SM10CM-Elect.Cond.
33,4,60,rs485-ls-60,3,Sensor Maceta 30cm,3,500,1000,U.N.60-SM30CM-Elect.Cond.
79,4,87,rs485-ls-87,1,Sensor Maceta 10cm,3,500,1000,U.N.87-SM10CM-Elect.Cond.
79,4,87,rs485-ls-87,3,Sensor Maceta 30cm,3,500,1000,U.N.87-SM30CM-Elect.Cond.
59,4,41,rs485-ls-41,1,Sensor Maceta 10cm,3,500,1000,U.N.41-SM10CM-Elect.Cond.
59,4,41,rs485-ls-41,3,Sensor Maceta 30cm,3,500,1000,U.N.41-SM30CM-Elect.Cond.
60,4,42,rs485-ls-42,1,Sensor Maceta 10cm,3,500,1000,U.N.42-SM10CM-Elect.Cond.
60,4,42,rs485-ls-42,3,Sensor Maceta 30cm,3,500,1000,U.N.42-SM30CM-Elect.Cond.
61,4,43,rs485-ls-43,1,Sensor Maceta 10cm,3,500,1000,U.N.43-SM10CM-Elect.Cond.
61,4,43,rs485-ls-43,3,Sensor Maceta 30cm,3,500,1000,U.N.43-SM30CM-Elect.Cond.
63,4,45,rs485-ls-45,1,Sensor Maceta 10cm,3,500,1000,U.N.45-SM10CM-Elect.Cond.
63,4,45,rs485-ls-45,3,Sensor Maceta 30cm,3,500,1000,U.N.45-SM30CM-Elect.Cond.
62,4,44,rs485-ls-44,1,Sensor Maceta 10cm,3,500,1000,U.N.44-SM10CM-Elect.Cond.
62,4,44,rs485-ls-44,3,Sensor Maceta 30cm,3,500,1000,U.N.44-SM30CM-Elect.Cond.
23,4,30,rs485-ls-30,1,Sensor Maceta 10cm,3,500,1000,U.N.30-SM10CM-Elect.Cond.
23,4,30,rs485-ls-30,3,Sensor Maceta 30cm,3,500,1000,U.N.30-SM30CM-Elect.Cond.
27,4,34,rs485-ls-34,1,Sensor Maceta 10cm,3,500,1000,U.N.34-SM10CM-Elect.Cond.
27,4,34,rs485-ls-34,3,Sensor Maceta 30cm,3,500,1000,U.N.34-SM30CM-Elect.Cond.
65,4,47,rs485-ls-47,1,Sensor Maceta 10cm,3,500,1000,U.N.47-SM10CM-Elect.Cond.
65,4,47,rs485-ls-47,3,Sensor Maceta 30cm,3,500,1000,U.N.47-SM30CM-Elect.Cond.
67,4,49,rs485-ls-49,1,Sensor Maceta 10cm,3,500,1000,U.N.49-SM10CM-Elect.Cond.
67,4,49,rs485-ls-49,3,Sensor Maceta 30cm,3,500,1000,U.N.49-SM30CM-Elect.Cond.
38,4,74,rs485-ls-74,1,Sensor Maceta 10cm,3,500,1000,U.N.74-SM10CM-Elect.Cond.
38,4,74,rs485-ls-74,3,Sensor Maceta 30cm,3,500,1000,U.N.74-SM30CM-Elect.Cond.
64,4,46,rs485-ls-46,1,Sensor Maceta 10cm,3,500,1000,U.N.46-SM10CM-Elect.Cond.
64,4,46,rs485-ls-46,3,Sensor Maceta 30cm,3,500,1000,U.N.46-SM30CM-Elect.Cond.
49,4,14,rs485-ls-14,1,Sensor Maceta 10cm,3,500,1000,U.N.14-SM10CM-Elect.Cond.
49,4,14,rs485-ls-14,3,Sensor Maceta 30cm,3,500,1000,U.N.14-SM30CM-Elect.Cond.
36,4,63,rs485-ls-63,1,Sensor Maceta 10cm,3,500,1000,U.N.63-SM10CM-Elect.Cond.
36,4,63,rs485-ls-63,3,Sensor Maceta 30cm,3,500,1000,U.N.63-SM30CM-Elect.Cond.
48,4,19,rs485-ls-19,1,Sensor Maceta 10cm,3,500,1000,U.N.19-SM10CM-Elect.Cond.
48,4,19,rs485-ls-19,3,Sensor Maceta 30cm,3,500,1000,U.N.19-SM30CM-Elect.Cond.
43,4,9,rs485-ls-9,1,Sensor Maceta 10cm,3,500,1000,U.N.9-SM10CM-Elect.Cond.
43,4,9,rs485-ls-9,3,Sensor Maceta 30cm,3,500,1000,U.N.9-SM30CM-Elect.Cond.
44,4,10,rs485-ls-10,1,Sensor Maceta 10cm,3,500,1000,U.N.10-SM10CM-Elect.Cond.
44,4,10,rs485-ls-10,3,Sensor Maceta 30cm,3,500,1000,U.N.10-SM30CM-Elect.Cond.
41,4,3,rs485-ls-3,1,Sensor Maceta 10cm,3,500,1000,U.N.3-SM10CM-Elect.Cond.
41,4,3,rs485-ls-3,3,Sensor Maceta 30cm,3,500,1000,U.N.3-SM30CM-Elect.Cond.
29,4,36,rs485-ls-36,1,Sensor Maceta 10cm,3,500,1000,U.N.36-SM10CM-Elect.Cond.
29,4,36,rs485-ls-36,3,Sensor Maceta 30cm,3,500,1000,U.N.36-SM30CM-Elect.Cond.
39,4,4,rs485-ls-4,1,Sensor Maceta 10cm,3,500,1000,U.N.4-SM10CM-Elect.Cond.
39,4,4,rs485-ls-4,3,Sensor Maceta 30cm,3,500,1000,U.N.4-SM30CM-Elect.Cond.
40,4,5,rs485-ls-6,1,Sensor Maceta 10cm,3,500,1000,U.N.6-SM10CM-Elect.Cond.
40,4,5,rs485-ls-6,2,Sensor Maceta 20cm,3,500,1000,U.N.6-SM20CM-Elect.Cond.
40,4,5,rs485-ls-6,3,Sensor Maceta 30cm,3,500,1000,U.N.6-SM30CM-Elect.Cond.
42,4,8,rs485-ls-8,1,Sensor Maceta 10cm,3,500,1000,U.N.8-SM10CM-Elect.Cond.
42,4,8,rs485-ls-8,3,Sensor Maceta 30cm,3,500,1000,U.N.8-SM30CM-Elect.Cond.
26,4,33,rs485-ls-33,1,Sensor Maceta 10cm,3,500,1000,U.N.33-SM10CM-Elect.Cond.
26,4,33,rs485-ls-33,3,Sensor Maceta 30cm,3,500,1000,U.N.33-SM30CM-Elect.Cond.
66,4,48,rs485-ls-48,1,Sensor Maceta 10cm,3,500,1000,U.N.48-SM10CM-Elect.Cond.
66,4,48,rs485-ls-48,3,Sensor Maceta 30cm,3,500,1000,U.N.48-SM30CM-Elect.Cond.
34,4,61,rs485-ls-61,1,Sensor Maceta 10cm,3,500,1000,U.N.61-SM10CM-Elect.Cond.
34,4,61,rs485-ls-61,3,Sensor Maceta 30cm,3,500,1000,U.N.61-SM30CM-Elect.Cond.
37,4,64,rs485-ls-64,1,Sensor Maceta 10cm,3,500,1000,U.N.64-SM10CM-Elect.Cond.
37,4,64,rs485-ls-64,3,Sensor Maceta 30cm,3,500,1000,U.N.64-SM30CM-Elect.Cond.
72,4,80,rs485-ls-80,1,Sensor Maceta 10cm,3,500,1000,U.N.80-SM10CM-Elect.Cond.
72,4,80,rs485-ls-80,3,Sensor Maceta 30cm,3,500,1000,U.N.80-SM30CM-Elect.Cond.
163,4,192,rs485-ls-192,1,Sensor Maceta 10cm,3,500,1000,U.N.192-SM10CM-Elect.Cond.
163,4,192,rs485-ls-192,3,Sensor Maceta 30cm,3,500,1000,U.N.192-SM30CM-Elect.Cond.
146,4,26,rs485-ls-26,1,Sensor Maceta 10cm,3,500,1000,U.N.26-SM10CM-Elect.Cond.
146,4,26,rs485-ls-26,3,Sensor Maceta 30cm,3,500,1000,U.N.26-SM30CM-Elect.Cond.
148,4,75,rs485-ls-75,1,Sensor Maceta 10cm,3,500,1000,U.N.75-SM10CM-Elect.Cond.
148,4,75,rs485-ls-75,3,Sensor Maceta 30cm,3,500,1000,U.N.75-SM30CM-Elect.Cond.
161,4,190,rs485-ls-190,1,Sensor Maceta 10cm,3,500,1000,U.N.190-SM10CM-Elect.Cond.
161,4,190,rs485-ls-190,3,Sensor Maceta 30cm,3,500,1000,U.N.190-SM30CM-Elect.Cond.
149,4,76,rs485-ls-76,1,Sensor Maceta 10cm,3,500,1000,U.N.76-SM10CM-Elect.Cond.
149,4,76,rs485-ls-76,3,Sensor Maceta 30cm,3,500,1000,U.N.76-SM30CM-Elect.Cond.
144,4,59,rs485-ls-59,1,Sensor Maceta 10cm,3,500,1000,U.N.59-SM10CM-Elect.Cond.
144,4,59,rs485-ls-59,3,Sensor Maceta 30cm,3,500,1000,U.N.59-SM30CM-Elect.Cond.
145,4,25,rs485-ls-25,1,Sensor Maceta 10cm,3,500,1000,U.N.25-SM10CM-Elect.Cond.
145,4,25,rs485-ls-25,3,Sensor Maceta 30cm,3,500,1000,U.N.25-SM30CM-Elect.Cond.
141,4,56,rs485-ls-56,1,Sensor Maceta 10cm,3,500,1000,U.N.56-SM10CM-Elect.Cond.
141,4,56,rs485-ls-56,3,Sensor Maceta 30cm,3,500,1000,U.N.56-SM30CM-Elect.Cond.
147,4,28,rs485-ls-28,1,Sensor Maceta 10cm,3,500,1000,U.N.28-SM10CM-Elect.Cond.
147,4,28,rs485-ls-28,3,Sensor Maceta 30cm,3,500,1000,U.N.28-SM30CM-Elect.Cond.
152,4,79,rs485-ls-79,1,Sensor Maceta 10cm,3,500,1000,U.N.79-SM10CM-Elect.Cond.
152,4,79,rs485-ls-79,3,Sensor Maceta 30cm,3,500,1000,U.N.79-SM30CM-Elect.Cond.
164,4,193,rs485-ls-193,1,Sensor Maceta 10cm,3,500,1000,U.N.193-SM10CM-Elect.Cond.
164,4,193,rs485-ls-193,3,Sensor Maceta 30cm,3,500,1000,U.N.193-SM30CM-Elect.Cond.
142,4,57,rs485-ls-57,1,Sensor Maceta 10cm,3,500,1000,U.N.57-SM10CM-Elect.Cond.
142,4,57,rs485-ls-57,3,Sensor Maceta 30cm,3,500,1000,U.N.57-SM30CM-Elect.Cond.
151,4,78,rs485-ls-78,1,Sensor Maceta 10cm,3,500,1000,U.N.78-SM10CM-Elect.Cond.
151,4,78,rs485-ls-78,3,Sensor Maceta 30cm,3,500,1000,U.N.78-SM30CM-Elect.Cond.
150,4,77,rs485-ls-77,1,Sensor Maceta 10cm,3,500,1000,U.N.77-SM10CM-Elect.Cond.
150,4,77,rs485-ls-77,3,Sensor Maceta 30cm,3,500,1000,U.N.77-SM30CM-Elect.Cond.
143,4,27,rs485-ls-27,1,Sensor Maceta 10cm,3,500,1000,U.N.27-SM10CM-Elect.Cond.
143,4,27,rs485-ls-27,3,Sensor Maceta 30cm,3,500,1000,U.N.27-SM30CM-Elect.Cond.
143,4,58,rs485-ls-58,1,Sensor Maceta 10cm,3,500,1000,U.N.58-SM10CM-Elect.Cond.
143,4,58,rs485-ls-58,3,Sensor Maceta 30cm,3,500,1000,U.N.58-SM30CM-Elect.Cond.
162,4,191,rs485-ls-191,1,Sensor Maceta 10cm,3,500,1000,U.N.191-SM10CM-Elect.Cond.
162,4,191,rs485-ls-191,3,Sensor Maceta 30cm,3,500,1000,U.N.191-SM30CM-Elect.Cond.
160,4,189,rs485-ls-189,1,Sensor Maceta 10cm,3,500,1000,U.N.189-SM10CM-Elect.Cond.
160,4,189,rs485-ls-189,3,Sensor Maceta 30cm,3,500,1000,U.N.189-SM30CM-Elect.Cond.
20,4,94,rs485-ls-94,4,Sensor Suelo 20cm,3,500,2000,U.N.94-SM20CM-Elect.Cond.
20,4,94,rs485-ls-94,5,Sensor Suelo 40cm,3,500,2000,U.N.94-SM40CM-Elect.Cond.
20,4,94,rs485-ls-94,6,Sensor Suelo 60cm,3,500,2000,U.N.94-SM60CM-Elect.Cond.
20,4,96,rs485-ls-96,4,Sensor Suelo 20cm,3,500,2000,U.N.96-SM20CM-Elect.Cond.
20,4,96,rs485-ls-96,5,Sensor Suelo 40cm,3,500,2000,U.N.96-SM40CM-Elect.Cond.
20,4,96,rs485-ls-96,6,Sensor Suelo 60cm,3,500,2000,U.N.96-SM60CM-Elect.Cond.
17,4,91,rs485-ls-91,4,Sensor Suelo 20cm,3,500,2200,U.N.91-SM20CM-Elect.Cond.
17,4,91,rs485-ls-91,5,Sensor Suelo 40cm,3,500,2200,U.N.91-SM40CM-Elect.Cond.
17,4,91,rs485-ls-91,6,Sensor Suelo 60cm,3,500,2200,U.N.91-SM60CM-Elect.Cond.
18,4,92,rs485-ls-92,4,Sensor Suelo 20cm,3,500,2200,U.N.92-SM20CM-Elect.Cond.
18,4,92,rs485-ls-92,5,Sensor Suelo 40cm,3,500,2200,U.N.92-SM40CM-Elect.Cond.
18,4,92,rs485-ls-92,6,Sensor Suelo 60cm,3,500,2200,U.N.92-SM60CM-Elect.Cond.
19,4,93,rs485-ls-93,4,Sensor Suelo 20cm,3,500,2200,U.N.93-SM20CM-Elect.Cond.
19,4,93,rs485-ls-93,5,Sensor Suelo 40cm,3,500,2200,U.N.93-SM40CM-Elect.Cond.
19,4,93,rs485-ls-93,6,Sensor Suelo 60cm,3,500,2200,U.N.93-SM60CM-Elect.Cond.
13,4,70,rs485-ls-70,1,Sensor Maceta 10cm,3,500,1000,U.N.70-SM10CM-Elect.Cond.
13,4,70,rs485-ls-70,3,Sensor Maceta 30cm,3,500,1000,U.N.70-SM30CM-Elect.Cond.
6,4,17,rs485-ls-17,1,Sensor Maceta 10cm,3,500,1000,U.N.17-SM10CM-Elect.Cond.
6,4,17,rs485-ls-17,3,Sensor Maceta 30cm,3,500,1000,U.N.17-SM30CM-Elect.Cond.
12,4,69,rs485-ls-69,1,Sensor Maceta 10cm,3,500,1000,U.N.69-SM10CM-Elect.Cond.
12,4,69,rs485-ls-69,3,Sensor Maceta 30cm,3,500,1000,U.N.69-SM30CM-Elect.Cond.
11,4,68,rs485-ls-68,1,Sensor Maceta 10cm,3,500,1000,U.N.68-SM10CM-Elect.Cond.
11,4,68,rs485-ls-68,3,Sensor Maceta 30cm,3,500,1000,U.N.68-SM30CM-Elect.Cond.
9,4,66,rs485-ls-66,1,Sensor Maceta 10cm,3,500,1000,U.N.66-SM10CM-Elect.Cond.
9,4,66,rs485-ls-66,3,Sensor Maceta 30cm,3,500,1000,U.N.66-SM30CM-Elect.Cond.
15,4,72,rs485-ls-72,1,Sensor Maceta 10cm,3,500,1000,U.N.72-SM10CM-Elect.Cond.
15,4,72,rs485-ls-72,3,Sensor Maceta 30cm,3,500,1000,U.N.72-SM30CM-Elect.Cond.
14,4,71,rs485-ls-71,1,Sensor Maceta 10cm,3,500,1000,U.N.71-SM10CM-Elect.Cond.
14,4,71,rs485-ls-71,3,Sensor Maceta 30cm,3,500,1000,U.N.71-SM30CM-Elect.Cond.
7,4,29,rs485-ls-29,1,Sensor Maceta 10cm,3,500,1000,U.N.29-SM10CM-Elect.Cond.
7,4,29,rs485-ls-29,3,Sensor Maceta 30cm,3,500,1000,U.N.29-SM30CM-Elect.Cond.
8,4,65,rs485-ls-65,1,Sensor Maceta 10cm,3,500,1000,U.N.65-SM10CM-Elect.Cond.
8,4,65,rs485-ls-65,3,Sensor Maceta 30cm,3,500,1000,U.N.65-SM30CM-Elect.Cond.
16,4,73,rs485-ls-73,1,Sensor Maceta 10cm,3,500,1000,U.N.73-SM10CM-Elect.Cond.
16,4,73,rs485-ls-73,3,Sensor Maceta 30cm,3,500,1000,U.N.73-SM30CM-Elect.Cond.
10,4,67,rs485-ls-67,1,Sensor Maceta 10cm,3,500,1000,U.N.67-SM10CM-Elect.Cond.
10,4,67,rs485-ls-67,3,Sensor Maceta 30cm,3,500,1000,U.N.67-SM30CM-Elect.Cond.
22,4,97,rs485-ls-97,4,Sensor Suelo 20cm,3,500,2000,U.N.97-SM20CM-Elect.Cond.
22,4,97,rs485-ls-97,5,Sensor Suelo 40cm,3,500,2000,U.N.97-SM40CM-Elect.Cond.
22,4,97,rs485-ls-97,6,Sensor Suelo 60cm,3,500,2000,U.N.97-SM60CM-Elect.Cond.
21,4,95,rs485-ls-95,4,Sensor Suelo 20cm,3,500,2000,U.N.95-SM20CM-Elect.Cond.
21,4,95,rs485-ls-95,5,Sensor Suelo 40cm,3,500,2000,U.N.95-SM40CM-Elect.Cond.
21,4,95,rs485-ls-95,6,Sensor Suelo 60cm,3,500,2000,U.N.95-SM60CM-Elect.Cond.
68,2,50,rs485-ls-50,1,Sensor Maceta 10cm,2,40,45,U.N.50-SM10CM-Humd.
68,2,50,rs485-ls-50,3,Sensor Maceta 30cm,2,39,42,U.N.50-SM30CM-Humd.
89,2,53,rs485-ls-53,1,Sensor Maceta 10cm,2,40,45,U.N.53-SM10CM-Humd.
89,2,53,rs485-ls-53,3,Sensor Maceta 30cm,2,39,42,U.N.53-SM30CM-Humd.
88,2,51,rs485-ls-51,1,Sensor Maceta 10cm,2,40,45,U.N.51-SM10CM-Humd.
88,2,51,rs485-ls-51,3,Sensor Maceta 30cm,2,39,42,U.N.51-SM30CM-Humd.
71,2,55,rs485-ls-55,1,Sensor Maceta 10cm,2,40,45,U.N.55-SM10CM-Humd.
71,2,55,rs485-ls-55,3,Sensor Maceta 30cm,2,39,42,U.N.55-SM30CM-Humd.
70,2,54,rs485-ls-54,1,Sensor Maceta 10cm,2,40,45,U.N.54-SM10CM-Humd.
70,2,54,rs485-ls-54,3,Sensor Maceta 30cm,2,39,42,U.N.54-SM30CM-Humd.
69,2,52,rs485-ls-52,1,Sensor Maceta 10cm,2,40,45,U.N.52-SM10CM-Humd.
69,2,52,rs485-ls-52,3,Sensor Maceta 30cm,2,39,42,U.N.52-SM30CM-Humd.
81,2,98,rs485-ls-98,4,Sensor Suelo 20cm,2,18,30,U.N.98-SM20CM-Humd.
81,2,98,rs485-ls-98,5,Sensor Suelo 40cm,2,18,30,U.N.98-SM40CM-Humd.
81,2,98,rs485-ls-98,6,Sensor Suelo 60cm,2,18,30,U.N.98-SM60CM-Humd.
82,2,99,rs485-ls-99,4,Sensor Suelo 20cm,2,18,30,U.N.99-SM20CM-Humd.
82,2,99,rs485-ls-99,5,Sensor Suelo 40cm,2,18,30,U.N.99-SM40CM-Humd.
82,2,99,rs485-ls-99,6,Sensor Suelo 60cm,2,18,30,U.N.99-SM60CM-Humd.
83,2,100,rs485-ls-100,4,Sensor Suelo 20cm,2,18,30,U.N.100-SM20CM-Humd.
83,2,100,rs485-ls-100,5,Sensor Suelo 40cm,2,18,30,U.N.100-SM40CM-Humd.
83,2,100,rs485-ls-100,6,Sensor Suelo 60cm,2,18,30,U.N.100-SM60CM-Humd.
84,2,101,rs485-ls-101,4,Sensor Suelo 20cm,2,18,30,U.N.101-SM20CM-Humd.
84,2,101,rs485-ls-101,5,Sensor Suelo 40cm,2,18,30,U.N.101-SM40CM-Humd.
84,2,101,rs485-ls-101,6,Sensor Suelo 60cm,2,18,30,U.N.101-SM60CM-Humd.
87,2,104,rs485-ls-104,4,Sensor Suelo 20cm,2,18,30,U.N.104-SM20CM-Humd.
87,2,104,rs485-ls-104,5,Sensor Suelo 40cm,2,18,30,U.N.104-SM40CM-Humd.
87,2,104,rs485-ls-104,6,Sensor Suelo 60cm,2,18,30,U.N.104-SM60CM-Humd.
86,2,103,rs485-ls-103,4,Sensor Suelo 20cm,2,18,30,U.N.103-SM20CM-Humd.
86,2,103,rs485-ls-103,5,Sensor Suelo 40cm,2,18,30,U.N.103-SM40CM-Humd.
86,2,103,rs485-ls-103,6,Sensor Suelo 60cm,2,18,30,U.N.103-SM60CM-Humd.
85,2,102,rs485-ls-102,4,Sensor Suelo 20cm,2,18,30,U.N.102-SM20CM-Humd.
85,2,102,rs485-ls-102,5,Sensor Suelo 40cm,2,18,30,U.N.102-SM40CM-Humd.
85,2,102,rs485-ls-102,6,Sensor Suelo 60cm,2,18,30,U.N.102-SM60CM-Humd.
91,2,106,rs485-ls-106,4,Sensor Suelo 20cm,2,14,30,U.N.106-SM20CM-Humd.
91,2,106,rs485-ls-106,5,Sensor Suelo 40cm,2,14,30,U.N.106-SM40CM-Humd.
91,2,106,rs485-ls-106,6,Sensor Suelo 60cm,2,14,30,U.N.106-SM60CM-Humd.
96,2,111,rs485-ls-111,4,Sensor Suelo 20cm,2,14,30,U.N.111-SM20CM-Humd.
96,2,111,rs485-ls-111,5,Sensor Suelo 40cm,2,14,30,U.N.111-SM40CM-Humd.
96,2,111,rs485-ls-111,6,Sensor Suelo 60cm,2,14,30,U.N.111-SM60CM-Humd.
92,2,107,rs485-ls-107,4,Sensor Suelo 20cm,2,14,30,U.N.107-SM20CM-Humd.
92,2,107,rs485-ls-107,5,Sensor Suelo 40cm,2,14,30,U.N.107-SM40CM-Humd.
92,2,107,rs485-ls-107,6,Sensor Suelo 60cm,2,14,30,U.N.107-SM60CM-Humd.
94,2,109,rs485-ls-109,4,Sensor Suelo 20cm,2,14,30,U.N.109-SM20CM-Humd.
94,2,109,rs485-ls-109,5,Sensor Suelo 40cm,2,14,30,U.N.109-SM40CM-Humd.
94,2,109,rs485-ls-109,6,Sensor Suelo 60cm,2,14,30,U.N.109-SM60CM-Humd.
98,2,113,rs485-ls-113,4,Sensor Suelo 20cm,2,14,30,U.N.113-SM20CM-Humd.
98,2,113,rs485-ls-113,5,Sensor Suelo 40cm,2,14,30,U.N.113-SM40CM-Humd.
98,2,113,rs485-ls-113,6,Sensor Suelo 60cm,2,14,30,U.N.113-SM60CM-Humd.
99,2,114,rs485-ls-114,4,Sensor Suelo 20cm,2,14,30,U.N.114-SM20CM-Humd.
99,2,114,rs485-ls-114,5,Sensor Suelo 40cm,2,14,30,U.N.114-SM40CM-Humd.
99,2,114,rs485-ls-114,6,Sensor Suelo 60cm,2,14,30,U.N.114-SM60CM-Humd.
90,2,105,rs485-ls-105,4,Sensor Suelo 20cm,2,14,30,U.N.105-SM20CM-Humd.
90,2,105,rs485-ls-105,5,Sensor Suelo 40cm,2,14,30,U.N.105-SM40CM-Humd.
90,2,105,rs485-ls-105,6,Sensor Suelo 60cm,2,14,30,U.N.105-SM60CM-Humd.
93,2,108,rs485-ls-108,4,Sensor Suelo 20cm,2,14,30,U.N.108-SM20CM-Humd.
93,2,108,rs485-ls-108,5,Sensor Suelo 40cm,2,14,30,U.N.108-SM40CM-Humd.
93,2,108,rs485-ls-108,6,Sensor Suelo 60cm,2,14,30,U.N.108-SM60CM-Humd.
97,2,112,rs485-ls-112,4,Sensor Suelo 20cm,2,14,30,U.N.112-SM20CM-Humd.
97,2,112,rs485-ls-112,5,Sensor Suelo 40cm,2,14,30,U.N.112-SM40CM-Humd.
97,2,112,rs485-ls-112,6,Sensor Suelo 60cm,2,14,30,U.N.112-SM60CM-Humd.
95,2,110,rs485-ls-110,4,Sensor Suelo 20cm,2,14,30,U.N.110-SM20CM-Humd.
